name,longitude,latitude,prov,date
Cardamine diphylla (Michx.) Alph.Wood,-73.025383,44.320431,gbif,2019-05-23
Cardamine diphylla (Michx.) Alph.Wood,-87.07576,46.382671,gbif,2019-05-10
Cardamine diphylla (Michx.) Alph.Wood,-79.054328,44.538605,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-75.030335,42.034173,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-79.979095,43.53557,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-66.666115,45.953609,gbif,2019-05-25
Cardamine diphylla (Michx.) Alph.Wood,-81.147309,44.923499,gbif,2019-05-22
Cardamine diphylla (Michx.) Alph.Wood,-76.275631,41.321625,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-75.70433,44.588596,gbif,2019-05-16
Cardamine diphylla (Michx.) Alph.Wood,-72.251979,43.817701,gbif,2019-05-25
Cardamine diphylla (Michx.) Alph.Wood,-72.656792,44.458086,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-73.829976,41.112687,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-71.807953,45.39733,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-76.440012,42.455517,gbif,2019-05-07
Cardamine diphylla (Michx.) Alph.Wood,-75.991667,42.933138,gbif,2019-05-20
Cardamine diphylla (Michx.) Alph.Wood,-85.300225,42.526014,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-73.218891,43.694872,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-75.031413,42.033777,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-72.948414,44.243083,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-87.157631,46.3395,gbif,2019-05-10
Cardamine diphylla (Michx.) Alph.Wood,-79.812302,43.20434,gbif,2019-05-18
Cardamine diphylla (Michx.) Alph.Wood,-80.558968,44.406145,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-80.732341,43.45088,gbif,2019-05-27
Cardamine diphylla (Michx.) Alph.Wood,-80.344915,43.384569,gbif,2019-05-14
Cardamine diphylla (Michx.) Alph.Wood,-83.886095,46.510366,gbif,2019-05-21
Cardamine diphylla (Michx.) Alph.Wood,-72.781606,43.678311,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-76.091448,42.999568,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-87.151733,46.342659,gbif,2019-05-14
Cardamine diphylla (Michx.) Alph.Wood,-75.933437,45.33969,gbif,2019-05-20
Cardamine diphylla (Michx.) Alph.Wood,-67.32222,45.946353,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-73.30474,42.238718,gbif,2019-05-14
Cardamine diphylla (Michx.) Alph.Wood,-79.955692,43.450479,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-79.658274,44.372791,gbif,2019-05-22
Cardamine diphylla (Michx.) Alph.Wood,-72.758653,43.556837,gbif,2019-05-23
Cardamine diphylla (Michx.) Alph.Wood,-79.965058,43.551679,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-72.272499,43.705688,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-78.268953,44.300736,gbif,2019-05-30
Cardamine diphylla (Michx.) Alph.Wood,-71.244228,46.741487,gbif,2019-05-28
Cardamine diphylla (Michx.) Alph.Wood,-80.928283,42.996462,gbif,2019-05-10
Cardamine diphylla (Michx.) Alph.Wood,-63.956002,45.012943,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-80.760365,44.562146,gbif,2019-05-29
Cardamine diphylla (Michx.) Alph.Wood,-72.519513,43.631157,gbif,2019-05-24
Cardamine diphylla (Michx.) Alph.Wood,-79.203768,43.890422,gbif,2019-05-29
Cardamine diphylla (Michx.) Alph.Wood,-75.030177,42.034347,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-85.56855,45.046765,gbif,2019-05-28
Cardamine diphylla (Michx.) Alph.Wood,-72.630186,42.791307,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-75.029868,42.03456,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-74.413094,41.923618,gbif,2019-05-12
Cardamine diphylla (Michx.) Alph.Wood,-75.030992,42.03401,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-75.029363,42.034827,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-85.062328,45.189927,gbif,2019-05-29
Cardamine diphylla (Michx.) Alph.Wood,-72.324168,43.687017,gbif,2019-05-03
Cardamine diphylla (Michx.) Alph.Wood,-81.851525,42.302323,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-78.884605,41.895803,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-72.351034,43.644936,gbif,2019-05-17
Cardamine diphylla (Michx.) Alph.Wood,-72.540765,42.998658,gbif,2019-05-13
Cardamine diphylla (Michx.) Alph.Wood,-81.003052,44.125549,gbif,2019-05-19
Cardamine diphylla (Michx.) Alph.Wood,-72.252091,43.817679,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-71.911939,45.393384,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-78.130475,44.567437,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-79.20395,43.890464,gbif,2019-05-29
Cardamine diphylla (Michx.) Alph.Wood,-71.754478,45.559053,gbif,2019-05-26
Cardamine diphylla (Michx.) Alph.Wood,-72.85869,44.312005,gbif,2019-05-25
Cardamine diphylla (Michx.) Alph.Wood,-72.371621,43.88054,gbif,2019-05-22
Cardamine diphylla (Michx.) Alph.Wood,-74.142503,42.230217,gbif,2019-05-01
Cardamine diphylla (Michx.) Alph.Wood,-75.370355,41.586087,gbif,2019-05-01
Cardamine diphylla (Michx.) Alph.Wood,-73.063886,43.855984,gbif,2019-05-05
Cardamine diphylla (Michx.) Alph.Wood,-78.269272,44.299705,gbif,2019-05-08
Cardamine diphylla (Michx.) Alph.Wood,-75.028935,42.03511,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-75.03123,42.033805,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-63.230087,45.387282,gbif,2019-05-22
Cardamine diphylla (Michx.) Alph.Wood,-80.160683,40.4263,gbif,2019-05-04
Cardamine diphylla (Michx.) Alph.Wood,-75.026813,42.037082,gbif,2019-05-09
Cardamine diphylla (Michx.) Alph.Wood,-72.261618,43.70449,gbif,2019-05-15
Cardamine diphylla (Michx.) Alph.Wood,-64.551774,44.420061,gbif,2019-05-28
