id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,scientific_name,taxon_id
6083537,2017-05-03,44.3473916667,-93.1021278333,Rice,Minnesota,United States,Minnesota,Rice,Cardamine concatenata,60438
6083600,2017-05-02,40.52328,-79.8816833333,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
6090615,2017-05-03,44.5238416667,-86.230125,Benzie,Michigan,United States,Michigan,Benzie,Cardamine concatenata,60438
6092496,2017-05-04,44.8830834311,-93.6832717807,Carver,Minnesota,United States,Minnesota,Carver,Cardamine concatenata,60438
6096113,2017-05-04,43.169595,-89.3647466667,Dane,Wisconsin,United States,Wisconsin,Dane,Cardamine concatenata,60438
6097363,2017-05-04,44.343969,-93.104474,Rice,Minnesota,United States,Minnesota,Rice,Cardamine concatenata,60438
6097412,2017-05-04,39.4168883333,-82.1641221667,Athens,Ohio,United States,Ohio,Athens,Cardamine concatenata,60438
6098780,2015-04-04,37.5828718263,-79.827617704,Botetourt,Virginia,United States,Virginia,Botetourt,Cardamine concatenata,60438
6104253,2017-05-05,42.9608333333,-73.8219444444,Saratoga,New York,United States,New York,Saratoga,Cardamine concatenata,60438
6104886,2017-04-29,36.117892,-82.048173,Avery,North Carolina,United States,North Carolina,Avery,Cardamine concatenata,60438
6118700,2017-04-24,41.3134238162,-81.919972747,Lorain,Ohio,United States,Ohio,Lorain,Cardamine concatenata,60438
6119157,2017-05-04,42.8873283333,-88.23013,Waukesha,Wisconsin,United States,Wisconsin,Waukesha,Cardamine concatenata,60438
6119711,2017-05-06,42.684968,-89.4819470001,Green,Wisconsin,United States,Wisconsin,Green,Cardamine concatenata,60438
6120394,2017-05-05,43.042845,-89.42512,Dane,Wisconsin,United States,Wisconsin,Dane,Cardamine concatenata,60438
6129549,2017-05-07,43.45531755,-80.58807103,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
6131297,2017-05-07,44.3467416667,-93.1039971667,Rice,Minnesota,United States,Minnesota,Rice,Cardamine concatenata,60438
6131797,2017-05-07,45.3266655654,-88.7161127106,Langlade,Wisconsin,United States,Wisconsin,Langlade,Cardamine concatenata,60438
6132968,2017-04-16,42.316667,-81.85,Lake Erie,,Canada,Ontario,Lake Erie,Cardamine concatenata,60438
6151204,2017-05-09,41.6284584768,-87.790637277,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
6154378,2017-05-09,46.3372764587,-90.6536941528,Ashland,Wisconsin,United States,Wisconsin,Ashland,Cardamine concatenata,60438
6177035,2017-04-27,43.0811683306,-77.6717412472,Monroe,New York,United States,New York,Monroe,Cardamine concatenata,60438
6189044,2017-05-12,46.781791687,-91.3720855713,Bayfield,Wisconsin,United States,Wisconsin,Bayfield,Cardamine concatenata,60438
6190402,2017-04-23,45.2333325096,-75.5156945181,Ottawa,,Canada,Ontario,Ottawa,Cardamine concatenata,60438
6192279,2017-05-13,44.2752447864,-88.2619983797,Outagamie,Wisconsin,United States,Wisconsin,Outagamie,Cardamine concatenata,60438
6192610,2017-05-13,44.2746374757,-88.2585185488,Outagamie,Wisconsin,United States,Wisconsin,Outagamie,Cardamine concatenata,60438
6193336,2017-05-13,44.2746278365,-88.258045558,Outagamie,Wisconsin,United States,Wisconsin,Outagamie,Cardamine concatenata,60438
6193711,2017-05-13,44.2746570487,-88.2585074808,Outagamie,Wisconsin,United States,Wisconsin,Outagamie,Cardamine concatenata,60438
6194204,2017-05-13,44.2746198317,-88.2581925766,Outagamie,Wisconsin,United States,Wisconsin,Outagamie,Cardamine concatenata,60438
6194460,2017-05-13,42.5034285151,-76.3070657384,Tompkins,New York,United States,New York,Tompkins,Cardamine concatenata,60438
6196008,2017-05-13,43.9725643304,-80.0588454959,Dufferin,,Canada,Ontario,Dufferin,Cardamine concatenata,60438
6199286,2017-05-13,43.3818166667,-80.3437861111,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
6201615,2017-05-13,47.3920633333,-91.2058266667,Lake,Minnesota,United States,Minnesota,Lake,Cardamine concatenata,60438
6212608,2017-05-14,40.151725,-79.21888,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
6219039,2017-05-13,43.0913866667,-89.4339,Dane,Wisconsin,United States,Wisconsin,Dane,Cardamine concatenata,60438
6225179,2017-05-15,42.1332258778,-87.8021482286,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
6229860,2017-05-15,43.4517466667,-79.9542166667,Halton,,Canada,Ontario,Halton,Cardamine concatenata,60438
6233282,2017-04-27,39.290452,-82.390075,Vinton,Ohio,United States,Ohio,Vinton,Cardamine concatenata,60438
6233512,2017-05-12,43.0432847222,-88.003815,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
6238026,2017-04-01,37.6548466288,-90.7252650178,St. Francois,Missouri,United States,Missouri,St. Francois,Cardamine concatenata,60438
6239942,2017-05-15,43.86267362,-79.66308606,York,,Canada,Ontario,York,Cardamine concatenata,60438
6250326,2012-03-25,41.3172184,-81.4192248,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
6250350,2012-03-24,41.3172184,-81.4192248,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
6250357,2012-03-25,41.3172184,-81.4192248,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
6258230,2017-05-18,47.39163,-91.2058883333,Lake,Minnesota,United States,Minnesota,Lake,Cardamine concatenata,60438
6261683,2015-04-20,41.3172184,-81.4192248,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
6263771,2017-05-18,44.7764955042,-73.3213283122,Grand Isle,Vermont,United States,Vermont,Grand Isle,Cardamine concatenata,60438
6263825,2017-05-18,44.7765236674,-73.3207426687,Grand Isle,Vermont,United States,Vermont,Grand Isle,Cardamine concatenata,60438
6265332,2017-05-18,45.70168937,-81.90826479,,,Canada,Ontario,Manitoulin,Cardamine concatenata,60438
6266144,2017-03-27,37.51825,-88.736695,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
6273815,2017-05-19,40.9055606649,-73.8815777377,Bronx,New York,United States,New York,Bronx,Cardamine concatenata,60438
6313851,2017-05-14,46.3076698422,-90.9886698995,Bayfield,Wisconsin,United States,Wisconsin,Bayfield,Cardamine concatenata,60438
6323973,2017-05-15,47.39162,-91.2057633333,Lake,Minnesota,United States,Minnesota,Lake,Cardamine concatenata,60438
6328078,2017-05-14,46.3072770875,-90.9953400818,Bayfield,Wisconsin,United States,Wisconsin,Bayfield,Cardamine concatenata,60438
6336370,2017-05-23,40.86892,-73.8772366667,Bronx,New York,United States,New York,Bronx,Cardamine concatenata,60438
6341510,2017-05-23,45.6179370833,-90.7738254167,Rusk,Wisconsin,United States,Wisconsin,Rusk,Cardamine concatenata,60438
6353617,2017-05-24,46.365447,-90.645784,Ashland,Wisconsin,United States,Wisconsin,Ashland,Cardamine concatenata,60438
6361817,2017-04-01,38.6663861,-90.7390245,Saint Charles,Missouri,United States,Missouri,St. Charles,Cardamine concatenata,60438
6366168,2017-04-19,42.7265141,-84.4646501,Ingham,Michigan,United States,Michigan,Ingham,Cardamine concatenata,60438
6367246,2009-06-07,43.449664,-89.815464,Sauk,Wisconsin,United States,Wisconsin,Sauk,Cardamine concatenata,60438
6369142,2017-04-02,41.25652,-81.8573,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
6411766,2017-05-28,43.6869583333,-90.0255278333,Juneau,Wisconsin,United States,Wisconsin,Juneau,Cardamine concatenata,60438
6422964,2017-05-29,35.5514665833,-83.1288917922,Haywood,North Carolina,United States,North Carolina,Haywood,Cardamine concatenata,60438
6522093,2017-06-06,43.5233975381,-76.3850331179,Oswego,New York,United States,New York,Oswego,Cardamine concatenata,60438
6550005,2016-03-31,41.1668939,-81.5667704,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
6555653,2017-04-15,42.716966,-84.475032,Ingham,Michigan,United States,Michigan,Ingham,Cardamine concatenata,60438
6561383,2017-05-13,42.728544,-84.466486,Ingham,Michigan,United States,Michigan,Ingham,Cardamine concatenata,60438
6595246,2017-04-11,38.2586332762,-80.5009460449,Nicholas,West Virginia,United States,West Virginia,Nicholas,Cardamine concatenata,60438
6712121,2017-04-14,40.3245138,-79.7011549,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
6712122,2017-04-14,40.3232522796,-79.7047805786,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
6713890,2017-05-05,41.9765075,-86.1815333,Cass,Michigan,United States,Michigan,Cass,Cardamine concatenata,60438
6958141,2016-04-22,42.763645,-84.63431,Eaton,Michigan,United States,Michigan,Eaton,Cardamine concatenata,60438
7021294,2017-05-07,42.1847445287,-84.1104269028,Washtenaw,Michigan,United States,Michigan,Washtenaw,Cardamine concatenata,60438
7137077,2017-04-15,42.7164033291,-84.4746923206,Ingham,Michigan,United States,Michigan,Ingham,Cardamine concatenata,60438
7176293,2017-05-12,43.4607166667,-79.7578316667,Halton,,Canada,Ontario,Halton,Cardamine concatenata,60438
7280915,2014-04-26,40.515675,-74.438381,Middlesex,New Jersey,United States,New Jersey,Middlesex,Cardamine concatenata,60438
7333121,2003-04-19,40.7446137,-89.5860554,Peoria,Illinois,United States,Illinois,Peoria,Cardamine concatenata,60438
7414475,2017-03-09,39.0504,-84.3766416667,Hamilton,Ohio,United States,Ohio,Hamilton,Cardamine concatenata,60438
7454164,2017-03-31,39.3846647819,-77.7348801554,Washington,Maryland,United States,Maryland,Washington,Cardamine concatenata,60438
7454169,2017-03-31,39.3846647819,-77.7348801554,Washington,Maryland,United States,Maryland,Washington,Cardamine concatenata,60438
7472188,2017-04-29,46.3360248787,-87.1576309204,Marquette,Michigan,United States,Michigan,Marquette,Cardamine concatenata,60438
7537120,2015-04-10,37.2212483,-80.4161219,Montgomery,Virginia,United States,Virginia,Montgomery,Cardamine concatenata,60438
7638177,2017-03-25,37.1910412,-80.3767809,Montgomery,Virginia,United States,Virginia,Montgomery,Cardamine concatenata,60438
7742609,2016-03-16,36.1620361111,-94.005425,Washington,Arkansas,United States,Arkansas,Washington,Cardamine concatenata,60438
7923670,2016-04-18,42.2940001503,-81.851234436,Chatham-Kent,,Canada,Ontario,Chatham-Kent,Cardamine concatenata,60438
8030121,2017-04-14,39.4073751648,-77.6405960688,Washington,Maryland,United States,Maryland,Washington,Cardamine concatenata,60438
8262277,2013-05-01,43.5558707368,-79.6668434143,Peel,,Canada,Ontario,Peel,Cardamine concatenata,60438
8299407,2017-03-01,34.8396527778,-92.4925611111,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
8642677,2017-04-25,39.96072,-80.0116633333,Greene,Pennsylvania,United States,Pennsylvania,Greene,Cardamine concatenata,60438
8725667,2017-04-16,35.818351,-82.14898,Yancey,North Carolina,United States,North Carolina,Yancey,Cardamine concatenata,60438
8727790,2016-03-23,37.55,-79.581,Botetourt,Virginia,United States,Virginia,Botetourt,Cardamine concatenata,60438
8813096,2013-04-13,39.9295625047,-76.375295436,Lancaster,Pennsylvania,United States,Pennsylvania,Lancaster,Cardamine concatenata,60438
8857051,2012-04-29,45.4477706683,-75.6423711777,Ottawa,,Canada,Ontario,Ottawa,Cardamine concatenata,60438
8857087,2015-05-02,45.206976687,-75.2265771368,"Stormont, Dundas and Glengarry",,Canada,Ontario,"Stormont, Dundas and Glengarry",Cardamine concatenata,60438
8876626,2012-04-09,43.2793611111,-79.9116388889,Hamilton,,Canada,Ontario,Hamilton,Cardamine concatenata,60438
8876627,2012-04-21,41.926522,-82.508225,Essex,,Canada,Ontario,Essex,Cardamine concatenata,60438
8897334,2014-04-26,40.5788003435,-80.1587954969,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
8928814,2017-04-18,40.5049894564,-80.3611707928,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
8936428,2013-04-27,43.3814094958,-80.3482103348,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
8944741,2013-04-30,43.5183068098,-80.4878568649,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
9092203,2014-05-14,43.2390097065,-79.955856718,Hamilton,,Canada,Ontario,Hamilton,Cardamine concatenata,60438
9105791,2017-05-28,41.579676,-81.421995,Lake,Ohio,United States,Ohio,Lake,Cardamine concatenata,60438
9219559,2006-05-01,45.3950145997,-79.2150306702,Muskoka,,Canada,Ontario,Muskoka,Cardamine concatenata,60438
9237145,2014-04-04,35.7699613445,-86.4159598947,Rutherford,Tennessee,United States,Tennessee,Rutherford,Cardamine concatenata,60438
9294602,2015-04-17,42.300130785,-81.8515777588,Chatham-Kent,,Canada,Ontario,Chatham-Kent,Cardamine concatenata,60438
9385837,2016-04-29,43.3312222222,-80.64135,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
9394138,2011-05-04,44.943606,-93.434741,Hennepin,Minnesota,United States,Minnesota,Hennepin,Cardamine concatenata,60438
9399325,2015-05-03,43.3837972222,-80.3441083333,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
9417985,2016-05-14,45.3225174269,-75.8570659161,Ottawa,,Canada,Ontario,Ottawa,Cardamine concatenata,60438
9449666,2017-04-22,42.2809,-81.852,Chatham-Kent,,Canada,Ontario,Chatham-Kent,Cardamine concatenata,60438
9452517,2015-04-04,35.4659452,-82.6290141,Buncombe,North Carolina,United States,North Carolina,Buncombe,Cardamine concatenata,60438
9461288,2005-03-25,35.7576177726,-82.9769897461,Haywood,North Carolina,United States,North Carolina,Haywood,Cardamine concatenata,60438
9461320,2013-04-21,35.7031318262,-83.354473114,Sevier,Tennessee,United States,Tennessee,Sevier,Cardamine concatenata,60438
9486332,2014-03-15,35.4308197,-82.2244773,Rutherford,North Carolina,United States,North Carolina,Rutherford,Cardamine concatenata,60438
9496328,2018-01-16,35.7187946009,-78.7524237111,Wake,North Carolina,United States,North Carolina,Wake,Cardamine concatenata,60438
9626548,2014-05-08,44.4687159664,-77.315479517,Hastings,,Canada,Ontario,Hastings,Cardamine concatenata,60438
9672247,2010-03-30,37.9728861,-90.5362902,Saint Francois,Missouri,United States,Missouri,St. Francois,Cardamine concatenata,60438
9692652,2011-03-19,35.1474859,-82.2827698,Greenville,South Carolina,United States,South Carolina,Greenville,Cardamine concatenata,60438
9763221,2017-03-22,34.8368664662,-92.4794474244,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
9767356,2017-05-08,43.4651133333,-80.6319583333,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
9945326,2017-04-26,43.4528365,-79.9605536,Halton,,Canada,Ontario,Halton,Cardamine concatenata,60438
9953552,2013-04-21,39.6738333333,-78.0261666667,Washington,Maryland,United States,Maryland,Washington,Cardamine concatenata,60438
9959059,2018-02-22,34.6154447165,-86.131253727,Jackson,Alabama,United States,Alabama,Jackson,Cardamine concatenata,60438
9970731,2018-02-23,33.9016893553,-83.3864479792,Clarke,Georgia,United States,Georgia,Clarke,Cardamine concatenata,60438
9980297,2018-02-23,34.9775979109,-85.8099013567,Jackson,Alabama,United States,Alabama,Jackson,Cardamine concatenata,60438
9993256,2018-02-25,35.95712443,-83.86658174,Knox,Tennessee,United States,Tennessee,Knox,Cardamine concatenata,60438
9994367,2018-02-25,36.2867125172,-83.2608962059,Hamblen,Tennessee,United States,Tennessee,Hamblen,Cardamine concatenata,60438
9999090,2018-02-25,34.8170531721,-86.6030812414,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10005342,2017-04-18,40.1458469785,-79.223613739,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
10006143,2018-02-25,40.2441898824,-87.7840662003,Vermilion,Illinois,United States,Illinois,Vermilion,Cardamine concatenata,60438
10024767,2018-02-27,35.145621,-89.984443,Shelby,Tennessee,United States,Tennessee,Shelby,Cardamine concatenata,60438
10026674,2018-02-27,33.1906583333,-87.4741333333,Tuscaloosa,Alabama,United States,Alabama,Tuscaloosa,Cardamine concatenata,60438
10027488,2018-02-27,36.0366028333,-85.7282466667,DeKalb,Tennessee,United States,Tennessee,DeKalb,Cardamine concatenata,60438
10032349,2018-02-28,37.5297654,-77.4757541,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10037002,2018-02-28,34.6130966667,-85.4587383333,Walker,Georgia,United States,Georgia,Walker,Cardamine concatenata,60438
10068308,2018-03-03,34.8146166279,-86.5953367405,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10068999,2018-03-03,34.7470283333,-86.580025,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10070401,2018-03-03,35.9288864136,-83.8770141602,Knox,Tennessee,United States,Tennessee,Knox,Cardamine concatenata,60438
10083324,2018-03-03,40.7110809093,-89.5419551909,Tazewell,Illinois,United States,Illinois,Tazewell,Cardamine concatenata,60438
10083668,2018-03-03,34.7314551351,-86.7252312176,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10084697,2018-03-03,36.319309213,-93.9629530907,Benton,Arkansas,United States,Arkansas,Benton,Cardamine concatenata,60438
10090298,2018-03-03,34.74715,-86.5278383333,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10091911,2018-03-04,37.5657769243,-88.6437758803,Pope,Illinois,United States,Illinois,Pope,Cardamine concatenata,60438
10097181,2006-04-07,38.778836,-77.79802,Fauquier,Virginia,United States,Virginia,Fauquier,Cardamine concatenata,60438
10103055,2018-03-05,32.3395525525,-84.0291411337,Macon,Georgia,United States,Georgia,Macon,Cardamine concatenata,60438
10105529,2018-03-05,32.33892072,-84.02856914,Macon,Georgia,United States,Georgia,Macon,Cardamine concatenata,60438
10133884,2018-03-06,34.815845,-86.6054216667,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10136987,2018-03-07,34.4983932899,-85.6168929487,De Kalb,Alabama,United States,Alabama,DeKalb,Cardamine concatenata,60438
10152311,2018-03-08,36.071297,-78.858557,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
10159356,2017-03-22,34.6527166667,-80.51995,Lancaster,South Carolina,United States,South Carolina,Lancaster,Cardamine concatenata,60438
10165062,2018-03-09,36.087714865,-86.327449035,Wilson,Tennessee,United States,Tennessee,Wilson,Cardamine concatenata,60438
10168478,2018-03-10,39.646705,-79.98172,Monongalia,West Virginia,United States,West Virginia,Monongalia,Cardamine concatenata,60438
10175470,2018-03-10,37.1614195,-93.1767583333,Greene,Missouri,United States,Missouri,Greene,Cardamine concatenata,60438
10176701,2018-03-10,39.1002517605,-84.6653467789,Hamilton,Ohio,United States,Ohio,Hamilton,Cardamine concatenata,60438
10182435,2018-03-10,38.9712829,-77.1995006,Montgomery,Maryland,United States,Maryland,Montgomery,Cardamine concatenata,60438
10185904,2018-03-11,35.0856268003,-85.3184729018,Hamilton,Tennessee,United States,Tennessee,Hamilton,Cardamine concatenata,60438
10196813,2018-03-10,35.95658,-83.86605,Knox,Tennessee,United States,Tennessee,Knox,Cardamine concatenata,60438
10196824,2018-03-10,35.9566083333,-83.8660283333,Knox,Tennessee,United States,Tennessee,Knox,Cardamine concatenata,60438
10198013,2018-03-11,37.5300916667,-77.4737083333,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10209344,2018-03-11,38.0620528333,-85.8434216667,Jefferson,Kentucky,United States,Kentucky,Jefferson,Cardamine concatenata,60438
10209827,2018-03-06,36.0584638333,-86.9037333333,Davidson,Tennessee,United States,Tennessee,Davidson,Cardamine concatenata,60438
10222965,2018-03-13,37.5424598577,-88.9787447267,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
10223075,2018-03-04,35.1456805,-89.98838,Shelby,Tennessee,United States,Tennessee,Shelby,Cardamine concatenata,60438
10223102,2018-03-13,37.54210901,-88.97602539,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
10223225,2018-03-13,37.542520375,-88.9770682623,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
10224716,2018-03-13,34.6597981104,-80.5299417983,Lancaster,South Carolina,United States,South Carolina,Lancaster,Cardamine concatenata,60438
10227242,2016-04-20,42.2373932594,-84.4880390167,Jackson,Michigan,United States,Michigan,Jackson,Cardamine concatenata,60438
10227243,2016-04-20,42.2373932594,-84.4880390167,Jackson,Michigan,United States,Michigan,Jackson,Cardamine concatenata,60438
10230911,2018-03-10,36.4283833333,-86.01645,Trousdale,Tennessee,United States,Tennessee,Trousdale,Cardamine concatenata,60438
10235100,2018-03-14,37.5262870789,-77.4796218872,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10235109,2018-03-14,37.526473999,-77.4794464111,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10244554,2018-03-11,34.6149697117,-85.0938034023,Walker,Georgia,United States,Georgia,Walker,Cardamine concatenata,60438
10245527,2018-03-13,37.5424910299,-88.9801389724,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
10245554,2018-03-13,37.5421104431,-88.9760284424,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
10252364,2017-04-15,41.1324633627,-82.2142551072,Lorain,Ohio,United States,Ohio,Lorain,Cardamine concatenata,60438
10256239,2018-03-14,37.5259282239,-77.4796901684,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10257720,2018-03-15,34.7207517952,-86.6481612265,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10258285,2018-03-15,37.5246583333,-77.4740666667,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10259866,2018-03-16,36.0454884343,-94.2208166812,Washington,Arkansas,United States,Arkansas,Washington,Cardamine concatenata,60438
10262098,2018-03-16,36.0612620227,-86.8089950458,Davidson,Tennessee,United States,Tennessee,Davidson,Cardamine concatenata,60438
10266224,2018-03-16,39.3467116667,-82.0751333333,Athens,Ohio,United States,Ohio,Athens,Cardamine concatenata,60438
10274773,2018-03-17,36.06801538,-78.85212604,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
10277962,2018-03-17,36.0213805,-86.8700333333,Williamson,Tennessee,United States,Tennessee,Williamson,Cardamine concatenata,60438
10279342,2018-03-17,34.5002020697,-85.6187109897,De Kalb,Alabama,United States,Alabama,DeKalb,Cardamine concatenata,60438
10281984,2018-03-17,38.69177059,-86.70714585,Martin,Indiana,United States,Indiana,Martin,Cardamine concatenata,60438
10282152,2018-03-17,38.706874,-86.702664,Martin,Indiana,United States,Indiana,Martin,Cardamine concatenata,60438
10286270,2011-04-18,40.4981752967,-75.0450372055,Hunterdon,New Jersey,United States,New Jersey,Hunterdon,Cardamine concatenata,60438
10286738,2018-03-17,37.5227241516,-88.661895752,Pope,Illinois,United States,Illinois,Pope,Cardamine concatenata,60438
10289266,2018-03-17,34.80375502,-92.32642687,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
10290449,2018-03-18,38.1639159119,-76.8546399847,Westmoreland,Virginia,United States,Virginia,Westmoreland,Cardamine concatenata,60438
10293540,2018-03-03,36.08469783,-86.91502782,Davidson,Tennessee,United States,Tennessee,Davidson,Cardamine concatenata,60438
10294142,2018-03-18,36.06662252,-86.91008797,Davidson,Tennessee,United States,Tennessee,Davidson,Cardamine concatenata,60438
10295143,2018-03-18,37.52435,-77.47444957,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10299186,2018-03-18,37.5301246643,-77.4735946655,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10299570,2018-03-18,40.177375,-79.775245,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
10310938,2018-03-19,35.9474833333,-83.8569033333,Knox,Tennessee,United States,Tennessee,Knox,Cardamine concatenata,60438
10314172,2018-03-19,41.2405301605,-88.0952324613,Will,Illinois,United States,Illinois,Will,Cardamine concatenata,60438
10325401,2018-03-10,38.1544519529,-76.8368082044,Westmoreland,Virginia,United States,Virginia,Westmoreland,Cardamine concatenata,60438
10334199,2018-03-18,37.523407,-77.467456,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10335729,2018-03-20,34.8366951887,-92.479326725,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
10348229,2018-03-21,36.961315155,-90.1845092773,Stoddard,Missouri,United States,Missouri,Stoddard,Cardamine concatenata,60438
10368224,2018-03-17,36.0827789307,-78.8458328247,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
10368363,2018-03-22,34.7857366667,-92.30565,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
10370243,2018-03-10,36.9536583333,-86.4727166667,Warren,Kentucky,United States,Kentucky,Warren,Cardamine concatenata,60438
10380335,2018-03-23,34.7465846916,-86.5246295929,Madison,Alabama,United States,Alabama,Madison,Cardamine concatenata,60438
10382642,2018-03-21,35.934876004,-93.4400350248,Newton,Arkansas,United States,Arkansas,Newton,Cardamine concatenata,60438
10383545,2018-03-23,35.14657014,-89.98668722,Shelby,Tennessee,United States,Tennessee,Shelby,Cardamine concatenata,60438
10393794,2018-03-18,37.6379966667,-89.1632083333,Jackson,Illinois,United States,Illinois,Jackson,Cardamine concatenata,60438
10396807,2018-03-18,36.0287079469,-94.2072483525,Washington,Arkansas,United States,Arkansas,Washington,Cardamine concatenata,60438
10396941,2018-03-18,36.0287928153,-94.2088325322,Washington,Arkansas,United States,Arkansas,Washington,Cardamine concatenata,60438
10397945,2018-03-24,35.73874818,-79.11607973,Chatham,North Carolina,United States,North Carolina,Chatham,Cardamine concatenata,60438
10402281,2018-03-24,34.65305,-80.51967,Lancaster,South Carolina,United States,South Carolina,Lancaster,Cardamine concatenata,60438
10403849,2018-03-24,36.0458335876,-94.2202758789,Washington,Arkansas,United States,Arkansas,Washington,Cardamine concatenata,60438
10403908,2018-03-23,36.0600626414,-86.9071447849,Davidson,Tennessee,United States,Tennessee,Davidson,Cardamine concatenata,60438
10404547,2018-03-24,39.3381666667,-82.0158166667,Athens,Ohio,United States,Ohio,Athens,Cardamine concatenata,60438
10412942,2018-03-25,37.1752891541,-90.5088195801,Wayne,Missouri,United States,Missouri,Wayne,Cardamine concatenata,60438
10414738,2018-03-25,35.1448122226,-89.98541113,Shelby,Tennessee,United States,Tennessee,Shelby,Cardamine concatenata,60438
10415835,2018-03-25,39.0062450126,-77.2454026929,Montgomery,Maryland,United States,Maryland,Montgomery,Cardamine concatenata,60438
10417641,2018-03-25,37.5283393,-77.4837369,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
10421386,2018-03-25,41.683204364,-88.0274375947,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
10425195,2018-03-25,38.65910017,-86.8067409,Martin,Indiana,United States,Indiana,Martin,Cardamine concatenata,60438
10426833,2018-03-23,39.3881645203,-83.8881835938,Clinton,Ohio,United States,Ohio,Clinton,Cardamine concatenata,60438
10435699,2018-03-26,39.6411460825,-84.4232909167,Montgomery,Ohio,United States,Ohio,Montgomery,Cardamine concatenata,60438
