id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,scientific_name,taxon_id
6917,2010-04-28,42.9793968201,-81.2461395264,Middlesex,,Canada,Ontario,Middlesex,Cardamine concatenata,60438
38241,2011-04-07,40.0722016,-82.8775218,Franklin,Ohio,United States,Ohio,Franklin,Cardamine concatenata,60438
41076,2011-04-10,39.577847,-82.2376489,Perry,Ohio,United States,Ohio,Perry,Cardamine concatenata,60438
47147,1999-04-19,39.905067,-76.35813,Lancaster,Pennsylvania,United States,Pennsylvania,Lancaster,Cardamine concatenata,60438
55598,2012-03-04,34.728737,-92.35749,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
58747,2012-03-18,39.5719545584,-82.2659683228,Hocking,Ohio,United States,Ohio,Hocking,Cardamine concatenata,60438
59323,2012-03-21,40.4298782349,-79.9012756348,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
59540,2012-03-22,38.8799422346,-82.3723983765,Gallia,Ohio,United States,Ohio,Gallia,Cardamine concatenata,60438
68695,2012-04-01,40.5364566,-80.1845031,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
71018,2012-04-27,41.3321666667,-81.4086666667,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
73937,2012-03-26,41.082,-81.4556666667,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
183166,1995-05-15,39.5095556,-76.1641197,Harford,Maryland,United States,Maryland,Harford,Cardamine concatenata,60438
190437,2012-04-17,42.923811,-73.250398,Bennington,Vermont,United States,Vermont,Bennington,Cardamine concatenata,60438
201841,2012-04-01,41.1787053947,-81.6459759831,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
208386,2012-04-16,41.7057877213,-88.5782784704,Kendall,Illinois,United States,Illinois,Kendall,Cardamine concatenata,60438
214116,2013-03-10,35.9848127563,-79.0576171875,Orange,North Carolina,United States,North Carolina,Orange,Cardamine concatenata,60438
214118,2013-03-10,35.9860976051,-79.0520381928,Orange,North Carolina,United States,North Carolina,Orange,Cardamine concatenata,60438
217339,2013-03-16,36.07031152,-78.87021084,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
224514,2013-03-28,37.284,-89.1106666667,Pulaski,Illinois,United States,Illinois,Pulaski,Cardamine concatenata,60438
227083,2013-04-01,35.90086702,-79.03847174,Orange,North Carolina,United States,North Carolina,Orange,Cardamine concatenata,60438
227237,2013-04-01,39.6051099741,-81.3436369332,Monroe,Ohio,United States,Ohio,Monroe,Cardamine concatenata,60438
229294,2013-04-04,37.5463977268,-77.510175705,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
231918,2013-04-06,40.6519268237,-80.6409962519,Columbiana,Ohio,United States,Ohio,Columbiana,Cardamine concatenata,60438
234749,2013-04-11,41.04564232,-81.80401039,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
235250,2013-04-12,41.61033846,-81.30846756,Lake,Ohio,United States,Ohio,Lake,Cardamine concatenata,60438
236112,2013-04-13,41.21224987,-81.81143751,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
236519,2013-04-14,41.04564232,-81.80401039,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
238461,2013-04-15,40.326534,-74.904544,Mercer,New Jersey,United States,New Jersey,Mercer,Cardamine concatenata,60438
239194,2013-04-17,41.04564232,-81.80401039,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
240410,2013-04-13,40.0436380041,-77.516438663,Cumberland,Pennsylvania,United States,Pennsylvania,Cumberland,Cardamine concatenata,60438
242355,2013-04-20,40.504521215,-80.4261493228,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
242396,2013-04-20,40.503839,-80.362546,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
242976,2013-04-22,41.1681666667,-81.5795,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
242992,2013-04-22,36.7959683,-80.477009,Floyd,Virginia,United States,Virginia,Floyd,Cardamine concatenata,60438
243072,2013-04-19,40.7400428045,-80.651233645,Columbiana,Ohio,United States,Ohio,Columbiana,Cardamine concatenata,60438
243547,2013-04-23,40.532056,-80.11362,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
243585,2013-04-22,41.1889732246,-81.578566432,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
244956,2013-03-28,37.284111,-89.110362,Pulaski,Illinois,United States,Illinois,Pulaski,Cardamine concatenata,60438
245389,2013-04-25,41.7632861141,-88.5726854692,Kendall,Illinois,United States,Illinois,Kendall,Cardamine concatenata,60438
245424,2013-04-25,41.065204,-80.088056,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine concatenata,60438
246245,2013-04-26,41.681202,-88.027615,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
247025,2013-04-27,39.958918,-80.466993,Greene,Pennsylvania,United States,Pennsylvania,Greene,Cardamine concatenata,60438
247228,2013-04-26,41.209794,-81.810486,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
247525,2013-04-28,43.3775,-72.532,Windsor,Vermont,United States,Vermont,Windsor,Cardamine concatenata,60438
250138,2013-04-09,41.64059,-88.540822,Kendall,Illinois,United States,Illinois,Kendall,Cardamine concatenata,60438
251730,2013-05-01,43.0861666667,-84.783,Clinton,Michigan,United States,Michigan,Clinton,Cardamine concatenata,60438
252456,2013-05-02,43.08,-84.7418333333,Clinton,Michigan,United States,Michigan,Clinton,Cardamine concatenata,60438
252496,2013-05-02,43.355266,-81.470877,Huron,,Canada,Ontario,Huron,Cardamine concatenata,60438
252719,2013-04-27,39.524551,-84.013858,Warren,Ohio,United States,Ohio,Warren,Cardamine concatenata,60438
253042,2013-05-01,41.615429,-88.456807,Kendall,Illinois,United States,Illinois,Kendall,Cardamine concatenata,60438
254885,2013-05-04,40.791485,-80.488072,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
258572,2013-04-22,40.072621,-80.343706,Washington,Pennsylvania,United States,Pennsylvania,Washington,Cardamine concatenata,60438
259496,2013-04-30,40.436923,-79.900006,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
261471,2013-05-09,37.5286666667,-88.9761666667,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
273485,2012-04-15,37.967152,-91.708102,Phelps,Missouri,United States,Missouri,Phelps,Cardamine concatenata,60438
276794,2013-04-14,40.5686666667,-80.1796666667,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
312471,2013-05-10,40.4811666667,-80.0151666667,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
341654,2013-04-18,39.013441,-77.961941,Fauquier,Virginia,United States,Virginia,Fauquier,Cardamine concatenata,60438
341659,2013-04-18,39.013441,-77.961941,Fauquier,Virginia,United States,Virginia,Fauquier,Cardamine concatenata,60438
391179,2006-04-15,40.503186,-80.362533,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
465417,2010-04-10,41.993483,-87.761699,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
498433,2013-03-26,36.057565,-86.297865,Wilson,Tennessee,United States,Tennessee,Wilson,Cardamine concatenata,60438
508066,2009-04-18,40.328421,-74.944138,Bucks,Pennsylvania,United States,Pennsylvania,Bucks,Cardamine concatenata,60438
532098,2013-04-07,38.825131,-77.505369,Prince William,Virginia,United States,Virginia,Prince William,Cardamine concatenata,60438
577780,2014-03-19,33.387307,-84.623857,Coweta,Georgia,United States,Georgia,Coweta,Cardamine concatenata,60438
608797,2014-04-05,37.6420755498,-89.0975929052,Williamson,Illinois,United States,Illinois,Williamson,Cardamine concatenata,60438
618426,2014-04-10,41.59959966,-88.56531505,Kendall,Illinois,United States,Illinois,Kendall,Cardamine concatenata,60438
620745,2014-04-12,39.860118,-86.400838,Hendricks,Indiana,United States,Indiana,Hendricks,Cardamine concatenata,60438
622976,2014-04-13,37.52415,-77.473311,Richmond city,Virginia,United States,Virginia,Richmond city,Cardamine concatenata,60438
623116,2014-04-13,40.750376,-84.320938,Allen,Ohio,United States,Ohio,Allen,Cardamine concatenata,60438
623972,2014-04-12,38.690529,-77.353844,Prince William,Virginia,United States,Virginia,Prince William,Cardamine concatenata,60438
624664,2014-04-10,36.799389,-80.339928,Patrick,Virginia,United States,Virginia,Patrick,Cardamine concatenata,60438
625973,2014-04-13,41.318447,-88.994687,La Salle,Illinois,United States,Illinois,LaSalle,Cardamine concatenata,60438
626520,2014-04-10,37.56255,-89.443427,Union,Illinois,United States,Illinois,Union,Cardamine concatenata,60438
627635,2014-04-16,43.054088,-88.037567,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
627949,2014-04-12,38.940983,-76.694336,Prince George's,Maryland,United States,Maryland,Prince George's,Cardamine concatenata,60438
628007,2014-04-16,42.140556,-87.831643,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
628446,2014-04-11,40.318981,-74.904979,Mercer,New Jersey,United States,New Jersey,Mercer,Cardamine concatenata,60438
628541,2014-04-17,41.770435,-87.866912,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
630056,2014-04-12,38.662928,-83.205697,Scioto,Ohio,United States,Ohio,Scioto,Cardamine concatenata,60438
630395,2014-04-17,41.5298905433,-81.4514591161,Cuyahoga,Ohio,United States,Ohio,Cuyahoga,Cardamine concatenata,60438
630478,2014-04-18,35.936185,-78.977657,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
630854,2013-05-07,43.066871,-87.890565,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
630855,2013-05-07,43.066871,-87.890565,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
631598,2014-04-17,41.54006329,-88.85640035,La Salle,Illinois,United States,Illinois,LaSalle,Cardamine concatenata,60438
631789,2014-04-19,40.0382781236,-84.2389841746,Miami,Ohio,United States,Ohio,Miami,Cardamine concatenata,60438
632018,2014-04-19,39.20814964,-77.46764439,Montgomery,Maryland,United States,Maryland,Montgomery,Cardamine concatenata,60438
632369,2014-04-19,42.1438666667,-87.8341966667,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
633324,2014-04-19,37.50715777,-88.54818517,Pope,Illinois,United States,Illinois,Pope,Cardamine concatenata,60438
634325,2014-04-17,38.543169,-78.369032,Madison,Virginia,United States,Virginia,Madison,Cardamine concatenata,60438
634381,2014-04-20,40.4466521438,-79.8825440016,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
634382,2014-04-20,40.4641589642,-79.9968981094,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
634668,2014-04-20,40.160294,-84.388786,Miami,Ohio,United States,Ohio,Miami,Cardamine concatenata,60438
634790,2014-04-19,40.104888,-77.561319,Franklin,Pennsylvania,United States,Pennsylvania,Franklin,Cardamine concatenata,60438
635003,2014-04-17,40.922841,-80.142282,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine concatenata,60438
636949,2014-04-21,39.8831,-83.99361,Clark,Ohio,United States,Ohio,Clark,Cardamine concatenata,60438
637767,2014-04-22,40.430176,-79.901236,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
637770,2014-04-22,40.431105,-79.901973,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
638650,2014-04-19,39.8743057251,-79.4993438721,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
638685,2014-04-19,39.8762168884,-79.4967269897,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
638732,2014-04-21,37.9986616667,-78.4737916667,Albemarle,Virginia,United States,Virginia,Albemarle,Cardamine concatenata,60438
638817,2014-04-19,39.8681144714,-79.5024795532,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
638849,2014-04-19,39.8672561646,-79.5026473999,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
638857,2014-04-19,39.8643913269,-79.501701355,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
638913,2014-04-22,40.50779,-80.357745,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
639042,2014-04-22,40.434148,-79.936475,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
639328,2014-04-23,41.600075,-81.223045,Geauga,Ohio,United States,Ohio,Geauga,Cardamine concatenata,60438
639397,2014-04-19,39.8757247925,-79.4971160889,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
640981,2014-04-24,41.68050077,-87.86534332,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
642045,2014-04-20,40.1741533333,-79.7758166667,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
642656,2014-04-24,41.637235,-87.863134,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
643779,2014-04-25,41.76991,-87.866769,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
643847,2014-04-26,39.97650172,-89.84628295,Menard,Illinois,United States,Illinois,Menard,Cardamine concatenata,60438
644562,2014-04-26,41.847865,-87.877989,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
644855,2014-04-26,40.5786933899,-79.8648452759,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
644880,2014-04-26,40.5445899963,-79.9069976807,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
645338,2014-04-26,41.531356,-81.104779,Geauga,Ohio,United States,Ohio,Geauga,Cardamine concatenata,60438
645526,2014-04-26,41.1289833333,-82.21183,Lorain,Ohio,United States,Ohio,Lorain,Cardamine concatenata,60438
646021,2014-04-23,40.569078,-78.761994,Cambria,Pennsylvania,United States,Pennsylvania,Cambria,Cardamine concatenata,60438
646206,2014-04-27,41.76962,-87.8666616667,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
646214,2014-04-27,39.982463,-80.997076,Belmont,Ohio,United States,Ohio,Belmont,Cardamine concatenata,60438
646281,2014-04-27,39.986934,-80.998529,Belmont,Ohio,United States,Ohio,Belmont,Cardamine concatenata,60438
647688,2014-04-27,40.5261955261,-79.9016723633,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
648475,2014-04-25,40.295781,-79.729121,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
648476,2014-04-25,40.295781,-79.729121,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
648487,2014-04-25,40.2972222222,-79.7319444444,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Cardamine concatenata,60438
648882,2014-04-29,41.7501533333,-80.9230116667,Ashtabula,Ohio,United States,Ohio,Ashtabula,Cardamine concatenata,60438
651135,2014-04-30,41.7437008358,-80.9968676552,Ashtabula,Ohio,United States,Ohio,Ashtabula,Cardamine concatenata,60438
651296,2014-04-19,41.683306,-88.025503,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
651696,2014-04-26,40.428989,-74.867507,Hunterdon,New Jersey,United States,New Jersey,Hunterdon,Cardamine concatenata,60438
653969,2014-05-02,38.872877,-78.203327,Warren,Virginia,United States,Virginia,Warren,Cardamine concatenata,60438
654361,2014-05-02,40.3150113889,-79.8520797222,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
654532,2014-05-02,40.3164263889,-79.8423313889,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
657633,2014-05-03,43.049886,-89.421865,Dane,Wisconsin,United States,Wisconsin,Dane,Cardamine concatenata,60438
659724,2014-05-04,40.5183747222,-79.8970363889,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
659846,2014-05-04,41.008654,-80.004124,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine concatenata,60438
660151,2014-05-03,39.7952780556,-79.6207730556,Fayette,Pennsylvania,United States,Pennsylvania,Fayette,Cardamine concatenata,60438
661186,2014-05-02,40.3143386841,-79.8442077637,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
662527,2014-04-28,42.739781,-83.110132,Oakland,Michigan,United States,Michigan,Oakland,Cardamine concatenata,60438
662557,2014-04-29,42.691218,-83.143938,Oakland,Michigan,United States,Michigan,Oakland,Cardamine concatenata,60438
664679,2014-05-06,40.5112816667,-80.4434983333,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
666703,2014-05-07,41.065236,-80.08823,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine concatenata,60438
666852,2014-05-07,43.066871,-87.890565,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
667396,2014-05-08,40.485938,-80.022593,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
667679,2014-05-08,41.013466,-81.395949,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
668414,2014-05-08,37.373663,-88.926733,Johnson,Illinois,United States,Illinois,Johnson,Cardamine concatenata,60438
669881,2014-05-03,42.0660055,-87.7728116667,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
669959,2014-05-07,40.5900268555,-79.8668899536,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
674225,2014-05-12,43.171038,-88.08825,Waukesha,Wisconsin,United States,Wisconsin,Waukesha,Cardamine concatenata,60438
677365,2014-05-04,43.359056,-72.389047,Sullivan,New Hampshire,United States,New Hampshire,Sullivan,Cardamine concatenata,60438
680899,2014-05-01,40.551996,-80.314414,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
682032,2014-05-07,43.392289,-80.342143,Regional Municipality of Waterloo,,Canada,Ontario,Regional Municipality of Waterloo,Cardamine concatenata,60438
688951,2014-05-17,41.8354644775,-79.2589645386,Warren,Pennsylvania,United States,Pennsylvania,Warren,Cardamine concatenata,60438
695383,2014-05-23,42.087841,-87.879682,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
698449,2014-05-25,40.43812,-79.9000866667,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
698450,2014-05-25,40.43812,-79.9000866667,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
698486,2014-05-25,40.4363866667,-79.8996916667,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
704785,2014-05-02,42.959948,-73.821008,Saratoga,New York,United States,New York,Saratoga,Cardamine concatenata,60438
712973,2014-04-28,41.630408,-86.152701,Saint Joseph,Indiana,United States,Indiana,St. Joseph,Cardamine concatenata,60438
723334,2014-06-02,40.4347883333,-79.90126,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
783722,2014-05-19,44.09506,-72.930978,Addison,Vermont,United States,Vermont,Addison,Cardamine concatenata,60438
875851,2011-04-03,39.826622,-75.573559,New Castle,Delaware,United States,Delaware,New Castle,Cardamine concatenata,60438
875884,2011-04-03,39.820686,-75.571203,New Castle,Delaware,United States,Delaware,New Castle,Cardamine concatenata,60438
875929,2011-04-14,39.809922,-75.561845,New Castle,Delaware,United States,Delaware,New Castle,Cardamine concatenata,60438
1081714,2014-04-11,35.659975,-83.727547,Blount,Tennessee,United States,Tennessee,Blount,Cardamine concatenata,60438
1085169,2014-03-21,35.453315,-82.289871,Henderson,North Carolina,United States,North Carolina,Henderson,Cardamine concatenata,60438
1085183,2014-04-01,35.453315,-82.289871,Henderson,North Carolina,United States,North Carolina,Henderson,Cardamine concatenata,60438
1102286,2012-04-28,44.336868,-72.454271,Washington,Vermont,United States,Vermont,Washington,Cardamine concatenata,60438
1200798,2013-04-26,41.384497,-88.240428,Will,Illinois,United States,Illinois,Will,Cardamine concatenata,60438
1229258,2011-05-06,44.382225,-93.204825,Rice,Minnesota,United States,Minnesota,Rice,Cardamine concatenata,60438
1264167,2012-03-14,34.729975,-92.351544,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
1306092,2015-03-20,36.14138,-79.909478,Guilford,North Carolina,United States,North Carolina,Guilford,Cardamine concatenata,60438
1309518,2015-03-21,36.086783,-79.006638,Orange,North Carolina,United States,North Carolina,Orange,Cardamine concatenata,60438
1309521,2015-03-21,36.086783,-79.006638,Orange,North Carolina,United States,North Carolina,Orange,Cardamine concatenata,60438
1309576,2015-03-21,35.663857,-83.711889,Blount,Tennessee,United States,Tennessee,Blount,Cardamine concatenata,60438
1327310,2015-03-15,34.72828246,-92.35746388,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
1327312,2015-03-15,34.72834189,-92.35758566,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
1345474,2015-03-27,35.133574,-85.907628,Franklin,Tennessee,United States,Tennessee,Franklin,Cardamine concatenata,60438
1345792,2015-03-28,34.70207071,-92.25419454,Pulaski,Arkansas,United States,Arkansas,Pulaski,Cardamine concatenata,60438
1345838,2015-03-28,36.068453,-78.917401,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
1348206,2015-03-29,35.020839,-85.58336,Marion,Tennessee,United States,Tennessee,Marion,Cardamine concatenata,60438
1348337,2015-03-29,36.067972,-78.852997,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
1350584,2015-03-30,35.601974,-82.378106,Buncombe,North Carolina,United States,North Carolina,Buncombe,Cardamine concatenata,60438
1362494,2015-04-03,36.080554,-78.85663,Durham,North Carolina,United States,North Carolina,Durham,Cardamine concatenata,60438
1364580,2015-04-04,41.57437085,-81.35445362,Lake,Ohio,United States,Ohio,Lake,Cardamine concatenata,60438
1364599,2015-04-03,39.077413,-84.418319,Hamilton,Ohio,United States,Ohio,Hamilton,Cardamine concatenata,60438
1367085,2015-04-04,36.802772,-80.342433,Patrick,Virginia,United States,Virginia,Patrick,Cardamine concatenata,60438
1370421,2015-04-05,39.0449,-90.9375916667,Lincoln,Missouri,United States,Missouri,Lincoln,Cardamine concatenata,60438
1371260,2015-04-03,36.141052,-79.91057,Guilford,North Carolina,United States,North Carolina,Guilford,Cardamine concatenata,60438
1373073,2015-04-06,39.1386184692,-84.5167541504,Hamilton,Ohio,United States,Ohio,Hamilton,Cardamine concatenata,60438
1380943,2015-04-09,41.824982,-87.903186,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1386459,2015-04-11,40.933943,-80.188758,Lawrence,Pennsylvania,United States,Pennsylvania,Lawrence,Cardamine concatenata,60438
1388288,2015-04-12,41.823736,-87.902719,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1389318,2015-04-12,39.6219366667,-84.0972583333,Greene,Ohio,United States,Ohio,Greene,Cardamine concatenata,60438
1389772,2015-04-12,40.30677,-79.7992083333,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
1390594,2015-04-12,38.964166,-77.157207,Fairfax,Virginia,United States,Virginia,Fairfax,Cardamine concatenata,60438
1390606,2015-04-12,38.964984,-77.155877,Fairfax,Virginia,United States,Virginia,Fairfax,Cardamine concatenata,60438
1393733,2015-04-14,41.1351666667,-81.5715,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
1394511,2015-04-13,42.14958,-87.78498,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1396617,2015-04-02,35.021231,-85.582622,Marion,Tennessee,United States,Tennessee,Marion,Cardamine concatenata,60438
1396906,2015-04-14,41.016217,-81.940123,Medina,Ohio,United States,Ohio,Medina,Cardamine concatenata,60438
1397178,2015-04-12,36.960874,-82.053055,Russell,Virginia,United States,Virginia,Russell,Cardamine concatenata,60438
1398935,2015-03-24,35.141949,-89.991653,Shelby,Tennessee,United States,Tennessee,Shelby,Cardamine concatenata,60438
1399187,2015-04-11,37.618661,-89.195638,Jackson,Illinois,United States,Illinois,Jackson,Cardamine concatenata,60438
1402232,2015-04-18,42.01325,-80.361654,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine concatenata,60438
1402238,2015-04-18,40.441397,-79.900042,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
1403219,2015-04-18,40.590067,-80.166448,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
1403387,2015-04-18,43.18467839,-78.58365824,Niagara,New York,United States,New York,Niagara,Cardamine concatenata,60438
1403639,2015-04-18,41.068328,-80.087947,Butler,Pennsylvania,United States,Pennsylvania,Butler,Cardamine concatenata,60438
1403711,2015-04-18,41.770411,-87.8665,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1406956,2015-04-19,41.848041,-87.878999,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1409359,2015-04-08,37.7770716667,-90.43753,Saint Francois,Missouri,United States,Missouri,St. Francois,Cardamine concatenata,60438
1409535,2015-04-20,40.94232667,-81.62133573,Summit,Ohio,United States,Ohio,Summit,Cardamine concatenata,60438
1410809,2015-04-19,41.30964,-88.955183,La Salle,Illinois,United States,Illinois,LaSalle,Cardamine concatenata,60438
1412992,2015-04-18,39.6789383333,-78.3589133333,Allegany,Maryland,United States,Maryland,Allegany,Cardamine concatenata,60438
1418980,2015-04-18,39.6631633333,-78.3616166667,Allegany,Maryland,United States,Maryland,Allegany,Cardamine concatenata,60438
1419159,2015-04-18,39.660355,-78.46268,Allegany,Maryland,United States,Maryland,Allegany,Cardamine concatenata,60438
1421203,2015-04-22,41.995948,-80.204068,Erie,Pennsylvania,United States,Pennsylvania,Erie,Cardamine concatenata,60438
1423448,2014-04-17,42.064647,-87.8889638,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1423455,2014-04-23,42.1509571,-87.8335994,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1423640,2015-04-24,40.534289,-80.157549,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
1426597,2015-04-23,42.150376,-87.780601,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1427351,2015-04-24,42.151906,-87.779182,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1428633,2015-04-26,40.504799,-80.3639,Beaver,Pennsylvania,United States,Pennsylvania,Beaver,Cardamine concatenata,60438
1429661,2015-04-24,42.135027,-87.758119,Cook,Illinois,United States,Illinois,Cook,Cardamine concatenata,60438
1432414,2015-04-27,42.8846588081,-88.2307130098,Waukesha,Wisconsin,United States,Wisconsin,Waukesha,Cardamine concatenata,60438
1435137,2015-04-28,40.7695383333,-74.9057466667,Hunterdon,New Jersey,United States,New Jersey,Hunterdon,Cardamine concatenata,60438
1435377,2015-04-28,40.531035,-80.11305,Allegheny,Pennsylvania,United States,Pennsylvania,Allegheny,Cardamine concatenata,60438
1438548,2015-04-27,43.0691316667,-87.8920966667,Milwaukee,Wisconsin,United States,Wisconsin,Milwaukee,Cardamine concatenata,60438
