gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1932650235	76525e81-9210-401d-a90d-5509f771c0e7	d87e3c63-753d-4c2e-bc8e-e7d4559f1a25	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d	45.587543	-84.98147	22034.0						1956-05-27T00:00:00Z	27	5	1956	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68107		M.C. Nielsen	1956-01-01T00:00:00Z	CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.804Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650233	76525e81-9210-401d-a90d-5509f771c0e7	e0403d4d-750a-49e0-a71d-bcfde7645a32	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T39N R2W sec 18	538c9023-2e18-4769-9230-f840d044406d									1983-06-12T00:00:00Z	12	6	1983	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68116				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.891Z		COORDINATE_INVALID
1932650232	76525e81-9210-401d-a90d-5509f771c0e7	3b3f6b55-c4a0-4964-a8dc-5c0569e23d5e	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T34N R6W sec 26	538c9023-2e18-4769-9230-f840d044406d	45.312635	-85.006515	969.0						1965-05-11T00:00:00Z	11	5	1965	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68108				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.749Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650231	76525e81-9210-401d-a90d-5509f771c0e7	414c073f-9c98-41fb-9bc0-d0bf031d5cb1	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T52N R36W sec 21	538c9023-2e18-4769-9230-f840d044406d	46.88796	-88.879378	969.0						1982-05-24T00:00:00Z	24	5	1982	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68096				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.775Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650230	76525e81-9210-401d-a90d-5509f771c0e7	48397161-9c8d-48ba-ad5c-6fc795696994	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 15	538c9023-2e18-4769-9230-f840d044406d	45.686623	-84.904003	969.0						1983-05-28T00:00:00Z	28	5	1983	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68097				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.707Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650229	76525e81-9210-401d-a90d-5509f771c0e7	13e749fb-f527-48a4-8527-75e359caa199	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d	45.587543	-84.98147	22034.0						1956-05-28T00:00:00Z	28	5	1956	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68083		M.C. Nielsen	1956-01-01T00:00:00Z	CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.825Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650226	76525e81-9210-401d-a90d-5509f771c0e7	90421ee3-e6c7-4cef-9d56-4c9be9ec4fc7	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 15	538c9023-2e18-4769-9230-f840d044406d	45.686623	-84.904003	969.0						1984-05-24T00:00:00Z	24	5	1984	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68099				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.833Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650145	76525e81-9210-401d-a90d-5509f771c0e7	fa3491c0-ed4b-492c-b06a-6bfd3e0bf7c3	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d	45.587543	-84.98147	22034.0						1956-05-28T00:00:00Z	28	5	1956	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68110				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.779Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650141	76525e81-9210-401d-a90d-5509f771c0e7	64683314-882e-4e98-be09-5795fd4dbb61	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d	45.587543	-84.98147	22034.0						1958-05-08T00:00:00Z	8	5	1958	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68103		M.C. Nielsen	1958-01-01T00:00:00Z	CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.808Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650138	76525e81-9210-401d-a90d-5509f771c0e7	5d44bc04-e705-4008-90d4-02d92683f695	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 16	538c9023-2e18-4769-9230-f840d044406d	45.686101	-84.924743	969.0						1966-05-22T00:00:00Z	22	5	1966	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68102				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.817Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650137	76525e81-9210-401d-a90d-5509f771c0e7	fa7d1ec2-9769-481e-bf85-2df59f039c18	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 16	538c9023-2e18-4769-9230-f840d044406d	45.686101	-84.924743	969.0						1975-05-10T00:00:00Z	10	5	1975	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68093				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.746Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650133	76525e81-9210-401d-a90d-5509f771c0e7	e2dc366a-830d-448d-82b6-6ceea48cd0e2	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 15	538c9023-2e18-4769-9230-f840d044406d	45.686623	-84.904003	969.0						1983-05-28T00:00:00Z	28	5	1983	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68094				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.842Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650132	76525e81-9210-401d-a90d-5509f771c0e7	303da32d-00c6-4489-a74a-dde4742a4626	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 15	538c9023-2e18-4769-9230-f840d044406d	45.686623	-84.904003	969.0						1988-04-30T00:00:00Z	30	4	1988	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68085				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.671Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650099	76525e81-9210-401d-a90d-5509f771c0e7	249df86e-7f6c-48b6-bea8-70aedfc730dd	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T2N R1E sec 35	538c9023-2e18-4769-9230-f840d044406d	42.519696	-84.287754	969.0						1978-04-29T00:00:00Z	29	4	1978	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68115				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.808Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650098	76525e81-9210-401d-a90d-5509f771c0e7	7215a7f0-e1f1-44c0-9808-bb0baf5f5ef9	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T29N R2W sec 18	538c9023-2e18-4769-9230-f840d044406d	44.907724	-84.595949	969.0						1994-05-14T00:00:00Z	14	5	1994	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68114				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.832Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650095	76525e81-9210-401d-a90d-5509f771c0e7	6ccc0fef-8554-4c30-ab7d-bba7f0879fce	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T38N R5W sec 16	538c9023-2e18-4769-9230-f840d044406d	45.686101	-84.924743	969.0						1974-05-26T00:00:00Z	26	5	1974	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68090				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.746Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650080	76525e81-9210-401d-a90d-5509f771c0e7	cdfb105a-420f-41a2-baf3-b761042386b8	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T42N R7W sec 12	538c9023-2e18-4769-9230-f840d044406d	46.049689	-85.123636	969.0						1963-06-02T00:00:00Z	2	6	1963	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68113				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.808Z		GEODETIC_DATUM_ASSUMED_WGS84
1932650079	76525e81-9210-401d-a90d-5509f771c0e7	c9d48a97-8533-4460-86a6-f43e130a6a2f	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US	TRS: T34N R6W sec 26	538c9023-2e18-4769-9230-f840d044406d	45.312635	-85.006515	969.0						1965-05-11T00:00:00Z	11	5	1965	5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_68088				CC0_1_0	Department of Entomology, MSU	M.C. Nielsen			2018-12-21T01:11:48.749Z		GEODETIC_DATUM_ASSUMED_WGS84
1932628018	76525e81-9210-401d-a90d-5509f771c0e7	2ea64ba4-b77c-425f-9070-deac6f68c367	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d													5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_138464				CC0_1_0	Department of Entomology, MSU				2018-12-21T01:11:43.655Z		
1932627907	76525e81-9210-401d-a90d-5509f771c0e7	8b8ef925-98b7-485d-bcf7-cca66daf1dbc	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		538c9023-2e18-4769-9230-f840d044406d													5137890	5137890	PRESERVED_SPECIMEN	MSU	MSUC	MSUC_ARC_138465				CC0_1_0	Department of Entomology, MSU				2018-12-21T01:11:43.656Z		
1899599064	7fd12114-9010-4c13-8f46-990fe04ca882	29-20729-877	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-01T00:00:00Z	1	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	IN-NHP	29-20729-877				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:11.404Z		
1899591597	7fd12114-9010-4c13-8f46-990fe04ca882	72-11519-3261	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					469.39				2005-05-19T00:00:00Z	19	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11519-3261				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.981Z		
1899591575	7fd12114-9010-4c13-8f46-990fe04ca882	72-11520-3261	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					548.64	0.0			2005-05-13T00:00:00Z	13	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11520-3261				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.978Z		
1899591548	7fd12114-9010-4c13-8f46-990fe04ca882	72-11518-3261	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					289.56	15.240000000000009			2005-05-30T00:00:00Z	30	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11518-3261				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.973Z		
1899591387	7fd12114-9010-4c13-8f46-990fe04ca882	72-11516-3258	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					387.095	192.025			2007-05-22T00:00:00Z	22	5	2007	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11516-3258				CC_BY_NC_4_0	NatureServe	Pilcher, R. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.895Z		
1899591333	7fd12114-9010-4c13-8f46-990fe04ca882	72-11515-3258	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					45.72	15.24			2007-05-25T00:00:00Z	25	5	2007	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11515-3258				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.859Z		
1899591276	7fd12114-9010-4c13-8f46-990fe04ca882	72-11509-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					204.21499999999997	3.0450000000000017			2005-05-10T00:00:00Z	10	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11509-3249				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.833Z		
1899591275	7fd12114-9010-4c13-8f46-990fe04ca882	72-11517-3258	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					432.81500000000005	6.094999999999999			2005-05-19T00:00:00Z	19	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11517-3258				CC_BY_NC_4_0	NatureServe	Blust, M. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.833Z		
1899591270	7fd12114-9010-4c13-8f46-990fe04ca882	72-11514-3248	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					213.36	0.0			2005-05-05T00:00:00Z	5	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11514-3248				CC_BY_NC_4_0	NatureServe	Pfeiffer, B. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.832Z		
1899591033	7fd12114-9010-4c13-8f46-990fe04ca882	72-11531-3251	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					182.88				2004-05-09T00:00:00Z	9	5	2004	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11531-3251				CC_BY_NC_4_0	NatureServe	Hills, L. 2004. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.752Z		
1899590751	7fd12114-9010-4c13-8f46-990fe04ca882	72-11527-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					262.13	12.189999999999998			2003-05-18T00:00:00Z	18	5	2003	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11527-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2003. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.671Z		
1899590732	7fd12114-9010-4c13-8f46-990fe04ca882	72-11530-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					500.0	100.0			2005-05-10T00:00:00Z	10	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11530-3249				CC_BY_NC_4_0	NatureServe	Stewart, R. 2004. Vermont Butterfly Survey Collection.; Hemeon, K. 2004. Vermont Butterfly Survey Collection.; Rolnick, J. and D. 2003. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.683Z		
1899590720	7fd12114-9010-4c13-8f46-990fe04ca882	72-11529-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					121.92	91.44000000000001			2004-05-07T00:00:00Z	7	5	2004	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11529-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2004. Vermont Butterfly Survey Collection.			2019-05-02T14:57:40.460Z		
1899590691	7fd12114-9010-4c13-8f46-990fe04ca882	72-11528-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					396.24	30.480000000000018			2005-05-10T00:00:00Z	10	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11528-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.663Z		
1899590463	7fd12114-9010-4c13-8f46-990fe04ca882	72-11526-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					670.56				2005-05-10T00:00:00Z	10	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11526-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2005. Vermont Butterfly Survey Collection.; Harris, S. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.635Z		
1899590434	7fd12114-9010-4c13-8f46-990fe04ca882	72-11523-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					609.6				2004-05-20T00:00:00Z	20	5	2004	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11523-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2004. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.630Z		
1899590425	7fd12114-9010-4c13-8f46-990fe04ca882	72-11524-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					518.16	30.47999999999999			2005-05-10T00:00:00Z	10	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11524-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2005. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.630Z		
1899590399	7fd12114-9010-4c13-8f46-990fe04ca882	72-11525-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					335.28				2007-05-22T00:00:00Z	22	5	2007	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11525-3249				CC_BY_NC_4_0	NatureServe	Hemeon, K. 2007. Vermont Butterfly Survey Collection.			2018-12-27T19:05:09.635Z		
1899590116	7fd12114-9010-4c13-8f46-990fe04ca882	72-11521-3261	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					487.67999999999995	30.47999999999999			2005-05-17T00:00:00Z	17	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11521-3261				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.543Z		
1899590062	7fd12114-9010-4c13-8f46-990fe04ca882	72-11522-3249	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					533.4	15.240000000000009			2005-05-20T00:00:00Z	20	5	2005	5137890	5137890	HUMAN_OBSERVATION	NTSRV	VT-NHP	72-11522-3249				CC_BY_NC_4_0	NatureServe				2018-12-27T19:05:09.603Z		
1899483562	7fd12114-9010-4c13-8f46-990fe04ca882	51-14584-2189	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-11T00:00:00Z	11	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14584-2189				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.710Z		
1899483241	7fd12114-9010-4c13-8f46-990fe04ca882	51-14577-2185	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-07T00:00:00Z	7	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14577-2185				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.620Z		
1899482185	7fd12114-9010-4c13-8f46-990fe04ca882	51-14585-2189	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-11T00:00:00Z	11	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14585-2189				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.747Z		
1899482105	7fd12114-9010-4c13-8f46-990fe04ca882	51-14590-2189	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-11T00:00:00Z	11	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14590-2189				CC_BY_NC_4_0	NatureServe	Perkins, Kelly A. 2015. Specimen. NYNHP			2018-12-27T18:34:34.415Z		
1899481846	7fd12114-9010-4c13-8f46-990fe04ca882	51-14618-2229	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2014-01-01T00:00:00Z			2014	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14618-2229				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.793Z		RECORDED_DATE_MISMATCH
1899481400	7fd12114-9010-4c13-8f46-990fe04ca882	51-14586-2220	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862									2015-05-15T00:00:00Z	15	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14586-2220				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.735Z		
1899481385	7fd12114-9010-4c13-8f46-990fe04ca882	51-14583-2220	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862													5137890	5137890	UNKNOWN	NTSRV	NY-NHP	51-14583-2220				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:34.130Z		
1899476557	7fd12114-9010-4c13-8f46-990fe04ca882	51-14650-2180	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Pieris	Pieris virginiensis		SPECIES	Pieris virginiensis Edwards, 1870	US		aa40a1e0-818b-11d9-b6d0-b8a03c50a862					594.36	15.240000000000009			2015-05-15T00:00:00Z	15	5	2015	5137890	5137890	HUMAN_OBSERVATION	NTSRV	NY-NHP	51-14650-2180				CC_BY_NC_4_0	NatureServe				2018-12-27T18:34:33.631Z		
