id,observed_on,out_of_range,url,latitude,longitude,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,scientific_name,taxon_id
77682,2012-05-12,,http://www.inaturalist.org/observations/77682,41.0793333333,-81.4681666667,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
78139,2012-05-12,,http://www.inaturalist.org/observations/78139,38.0095386039,-78.4515995532,Albemarle,Virginia,United States,Virginia,Albemarle,Pieris rapae,55626
78171,2012-05-13,,http://www.inaturalist.org/observations/78171,38.518084,-121.757337,Solano,California,United States,California,Solano,Pieris rapae,55626
78440,2012-05-13,,http://www.inaturalist.org/observations/78440,38.9154221523,-77.0631201938,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Pieris rapae,55626
79661,2012-05-16,,http://www.inaturalist.org/observations/79661,38.9141666667,-77.0478333333,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Pieris rapae,55626
80554,2012-05-19,,http://www.inaturalist.org/observations/80554,47.655898,-122.324242,King,Washington,United States,Washington,King,Pieris rapae,55626
81078,2012-04-22,,http://www.inaturalist.org/observations/81078,47.6520948,-122.4013448,King,Washington,United States,Washington,King,Pieris rapae,55626
82253,2012-05-23,,http://www.inaturalist.org/observations/82253,38.891847,-77.026498,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Pieris rapae,55626
82389,2012-05-12,,http://www.inaturalist.org/observations/82389,47.823286,-121.518384,Snohomish,Washington,United States,Washington,Snohomish,Pieris rapae,55626
84223,2012-05-12,,http://www.inaturalist.org/observations/84223,46.8101073105,-124.1012953847,Grays Harbor,Washington,United States,Washington,Grays Harbor,Pieris rapae,55626
85084,2012-05-30,,http://www.inaturalist.org/observations/85084,47.652178,-122.309737,King,Washington,United States,Washington,King,Pieris rapae,55626
85529,2008-07-20,,http://www.inaturalist.org/observations/85529,40.079647,-88.204936,Champaign,Illinois,United States,Illinois,Champaign,Pieris rapae,55626
85672,2012-06-01,,http://www.inaturalist.org/observations/85672,38.8923587417,-76.9659287576,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Pieris rapae,55626
87969,2012-06-04,,http://www.inaturalist.org/observations/87969,41.0100054,-81.3984346,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
91884,2012-06-16,,http://www.inaturalist.org/observations/91884,42.4511666667,-83.1461666667,Oakland,Michigan,United States,Michigan,Oakland,Pieris rapae,55626
95104,2012-06-23,,http://www.inaturalist.org/observations/95104,41.2430761,-81.5489669,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
96310,2012-06-23,,http://www.inaturalist.org/observations/96310,37.8249896705,-122.5339384352,Marin,California,United States,California,Marin,Pieris rapae,55626
99136,2012-07-06,,http://www.inaturalist.org/observations/99136,44.0274297677,-73.1799909032,Addison,Vermont,United States,Vermont,Addison,Pieris rapae,55626
100491,2012-07-07,,http://www.inaturalist.org/observations/100491,41.1014451,-81.441779,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
101462,2012-07-13,,http://www.inaturalist.org/observations/101462,41.092092515,-81.5181580159,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
101582,2012-07-14,,http://www.inaturalist.org/observations/101582,44.1839413,-73.4356831,Essex,New York,United States,New York,Essex,Pieris rapae,55626
101647,2009-05-15,,http://www.inaturalist.org/observations/101647,32.9887839,-96.7084204,Collin,Texas,United States,Texas,Collin,Pieris rapae,55626
102233,2012-07-15,,http://www.inaturalist.org/observations/102233,40.7667083124,-73.9735360164,New York,New York,United States,New York,New York,Pieris rapae,55626
102269,2012-07-13,,http://www.inaturalist.org/observations/102269,40.6573451537,-73.9723598677,Kings,New York,United States,New York,Kings,Pieris rapae,55626
102789,2012-07-15,,http://www.inaturalist.org/observations/102789,39.4169765948,-81.4499190642,Washington,Ohio,United States,Ohio,Washington,Pieris rapae,55626
102858,2012-07-16,,http://www.inaturalist.org/observations/102858,34.1929611,-118.1714438,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
104480,2012-07-22,,http://www.inaturalist.org/observations/104480,40.766641684,-111.8241710987,Salt Lake,Utah,United States,Utah,Salt Lake,Pieris rapae,55626
104569,2012-07-17,,http://www.inaturalist.org/observations/104569,40.8251113,-73.8854599,Bronx,New York,United States,New York,Bronx,Pieris rapae,55626
105470,2012-07-25,,http://www.inaturalist.org/observations/105470,43.269455907,-77.5074506665,Monroe,New York,United States,New York,Monroe,Pieris rapae,55626
105647,2012-05-28,,http://www.inaturalist.org/observations/105647,37.539777,-80.910213,Summers,West Virginia,United States,West Virginia,Summers,Pieris rapae,55626
107483,2012-07-29,,http://www.inaturalist.org/observations/107483,34.1103310201,-118.2705843067,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
107556,2012-07-23,,http://www.inaturalist.org/observations/107556,34.1402854,-118.167294,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
107609,2012-07-30,,http://www.inaturalist.org/observations/107609,41.1280462211,-81.5433844238,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
108333,2012-07-28,,http://www.inaturalist.org/observations/108333,41.6292531302,-77.4450515946,Tioga,Pennsylvania,United States,Pennsylvania,Tioga,Pieris rapae,55626
108609,2012-08-02,,http://www.inaturalist.org/observations/108609,34.1203740344,-118.2870874253,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
109397,2012-07-30,,http://www.inaturalist.org/observations/109397,34.0588162925,-118.5297755587,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
110381,2012-08-06,,http://www.inaturalist.org/observations/110381,41.142654,-81.60762,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
110417,2012-08-07,,http://www.inaturalist.org/observations/110417,40.0681192,-82.5196037,Licking,Ohio,United States,Ohio,Licking,Pieris rapae,55626
112279,2010-07-16,,http://www.inaturalist.org/observations/112279,38.9689467226,-76.4852677,Anne Arundel,Maryland,United States,Maryland,Anne Arundel,Pieris rapae,55626
115084,2012-08-18,,http://www.inaturalist.org/observations/115084,38.890167,-121.045667,Placer,California,United States,California,Placer,Pieris rapae,55626
119885,2012-08-31,,http://www.inaturalist.org/observations/119885,40.2968920105,-79.7796248924,Westmoreland,Pennsylvania,United States,Pennsylvania,Westmoreland,Pieris rapae,55626
122199,2012-09-09,,http://www.inaturalist.org/observations/122199,39.054911,-77.496202,Loudoun,Virginia,United States,Virginia,Loudoun,Pieris rapae,55626
126408,2012-06-17,,http://www.inaturalist.org/observations/126408,42.6782142,-122.6321619,Jackson,Oregon,United States,Oregon,Jackson,Pieris rapae,55626
128525,2012-09-23,,http://www.inaturalist.org/observations/128525,42.0941639,-75.9190564,Broome,New York,United States,New York,Broome,Pieris rapae,55626
130382,2012-10-04,,http://www.inaturalist.org/observations/130382,37.2576229617,-122.4022412742,San Mateo,California,United States,California,San Mateo,Pieris rapae,55626
131543,2012-09-17,,http://www.inaturalist.org/observations/131543,42.0866436393,-75.975863858,Broome,New York,United States,New York,Broome,Pieris rapae,55626
134910,2012-10-13,,http://www.inaturalist.org/observations/134910,38.550667,-121.626,Yolo,California,United States,California,Yolo,Pieris rapae,55626
137018,2012-10-18,,http://www.inaturalist.org/observations/137018,37.550241931,-122.0817784814,Alameda,California,United States,California,Alameda,Pieris rapae,55626
143215,2012-07-20,,http://www.inaturalist.org/observations/143215,37.379501,-121.740145,Santa Clara,California,United States,California,Santa Clara,Pieris rapae,55626
148659,2010-07-27,,http://www.inaturalist.org/observations/148659,42.4430372,-71.2289641,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
154963,2010-07-18,,http://www.inaturalist.org/observations/154963,32.8583295,-116.9170833,San Diego,California,United States,California,San Diego,Pieris rapae,55626
173121,2012-07-31,,http://www.inaturalist.org/observations/173121,43.5176688412,-72.3972630501,Windsor,Vermont,United States,Vermont,Windsor,Pieris rapae,55626
189779,2012-07-06,,http://www.inaturalist.org/observations/189779,42.772998,-73.241987,Bennington,Vermont,United States,Vermont,Bennington,Pieris rapae,55626
189816,2012-06-23,,http://www.inaturalist.org/observations/189816,42.807208,-73.273379,Bennington,Vermont,United States,Vermont,Bennington,Pieris rapae,55626
195470,2008-07-26,,http://www.inaturalist.org/observations/195470,41.5227121644,-109.4710633474,Sweetwater,Wyoming,United States,Wyoming,Sweetwater,Pieris rapae,55626
195471,2010-06-14,,http://www.inaturalist.org/observations/195471,41.3777778,-77.9230556,Clinton,Pennsylvania,United States,Pennsylvania,Clinton,Pieris rapae,55626
210293,2013-03-05,,http://www.inaturalist.org/observations/210293,37.4537998365,-122.1262018296,San Mateo,California,United States,California,San Mateo,Pieris rapae,55626
214954,2013-03-11,,http://www.inaturalist.org/observations/214954,38.4453207835,-122.813501358,Sonoma,California,United States,California,Sonoma,Pieris rapae,55626
217182,2013-03-16,,http://www.inaturalist.org/observations/217182,37.7633333333,-122.4371666667,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
219551,2008-09-02,,http://www.inaturalist.org/observations/219551,37.372015,-122.0922659,Santa Clara,California,United States,California,Santa Clara,Pieris rapae,55626
228684,2013-04-03,,http://www.inaturalist.org/observations/228684,34.1926308583,-118.1707827783,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
234631,2013-04-10,,http://www.inaturalist.org/observations/234631,41.0874730406,-81.6855100165,Medina,Ohio,United States,Ohio,Medina,Pieris rapae,55626
237276,2013-04-12,,http://www.inaturalist.org/observations/237276,38.3045515153,-90.2518464418,Monroe,Illinois,United States,Illinois,Monroe,Pieris rapae,55626
237279,2013-04-13,,http://www.inaturalist.org/observations/237279,38.3046357073,-90.2516747804,Monroe,Illinois,United States,Illinois,Monroe,Pieris rapae,55626
242884,2013-04-21,,http://www.inaturalist.org/observations/242884,32.7274189525,-117.1210772677,San Diego,California,United States,California,San Diego,Pieris rapae,55626
246734,2013-04-27,,http://www.inaturalist.org/observations/246734,37.763207,-122.438125,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
247936,2013-04-28,,http://www.inaturalist.org/observations/247936,37.82905,-122.532095,Marin,California,United States,California,Marin,Pieris rapae,55626
254098,2013-05-04,,http://www.inaturalist.org/observations/254098,42.4333916667,-71.139075,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
256303,2013-04-30,,http://www.inaturalist.org/observations/256303,32.8429621,-117.0003605,San Diego,California,United States,California,San Diego,Pieris rapae,55626
258611,2013-04-22,,http://www.inaturalist.org/observations/258611,40.072621,-80.343706,Washington,Pennsylvania,United States,Pennsylvania,Washington,Pieris rapae,55626
261122,2013-05-03,,http://www.inaturalist.org/observations/261122,49.293927,-123.13281,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,Pieris rapae,55626
261267,2013-05-07,,http://www.inaturalist.org/observations/261267,32.543512,-117.1162455,San Diego,California,United States,California,San Diego,Pieris rapae,55626
262441,2013-05-11,,http://www.inaturalist.org/observations/262441,37.719674,-122.420242,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
262548,2013-05-11,,http://www.inaturalist.org/observations/262548,37.720019,-122.419679,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
262685,2013-05-11,,http://www.inaturalist.org/observations/262685,37.733591,-122.416122,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
263891,2013-05-11,,http://www.inaturalist.org/observations/263891,37.7185827541,-122.410338102,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
265797,2013-05-11,,http://www.inaturalist.org/observations/265797,37.719711,-122.416234,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
265810,2013-05-11,,http://www.inaturalist.org/observations/265810,37.719711,-122.416234,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
265824,2013-05-11,,http://www.inaturalist.org/observations/265824,37.719711,-122.416234,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
266521,2013-05-12,,http://www.inaturalist.org/observations/266521,42.3172222222,-71.0094444444,Suffolk,Massachusetts,United States,Massachusetts,Suffolk,Pieris rapae,55626
268104,2013-05-14,,http://www.inaturalist.org/observations/268104,34.035329,-118.318203,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
268244,2013-05-12,,http://www.inaturalist.org/observations/268244,42.315985,-71.010641,Suffolk,Massachusetts,United States,Massachusetts,Suffolk,Pieris rapae,55626
268448,2013-05-13,,http://www.inaturalist.org/observations/268448,33.992954,-118.268488,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
269725,2013-05-14,,http://www.inaturalist.org/observations/269725,32.553932,-117.090569,San Diego,California,United States,California,San Diego,Pieris rapae,55626
272021,2013-05-18,,http://www.inaturalist.org/observations/272021,44.763556,-72.146745,Orleans,Vermont,United States,Vermont,Orleans,Pieris rapae,55626
275724,2013-05-22,,http://www.inaturalist.org/observations/275724,32.828622,-116.857468,San Diego,California,United States,California,San Diego,Pieris rapae,55626
277505,2013-05-19,,http://www.inaturalist.org/observations/277505,37.878605,-121.91318,Contra Costa,California,United States,California,Contra Costa,Pieris rapae,55626
278476,2011-07-20,,http://www.inaturalist.org/observations/278476,40.780365,-73.974945,New York,New York,United States,New York,New York,Pieris rapae,55626
282466,2013-05-28,,http://www.inaturalist.org/observations/282466,32.6483632,-117.0570108,San Diego,California,United States,California,San Diego,Pieris rapae,55626
291556,2013-06-06,,http://www.inaturalist.org/observations/291556,44.027189,-73.179249,Addison,Vermont,United States,Vermont,Addison,Pieris rapae,55626
293074,2013-06-08,,http://www.inaturalist.org/observations/293074,37.76,-122.4053333333,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
293563,2013-06-08,,http://www.inaturalist.org/observations/293563,37.718412,-122.408617,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
293674,2013-06-09,,http://www.inaturalist.org/observations/293674,41.0871666667,-81.5186666667,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
295710,2013-06-11,,http://www.inaturalist.org/observations/295710,40.106778,-84.542048,Darke,Ohio,United States,Ohio,Darke,Pieris rapae,55626
298742,2013-06-10,,http://www.inaturalist.org/observations/298742,41.6162,-87.484233,Lake,Indiana,United States,Indiana,Lake,Pieris rapae,55626
299084,2013-06-13,,http://www.inaturalist.org/observations/299084,34.01328,-118.308154,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
299093,2013-06-13,,http://www.inaturalist.org/observations/299093,33.990285,-118.246521,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
300484,2013-06-12,,http://www.inaturalist.org/observations/300484,38.894561,-77.061527,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Pieris rapae,55626
301777,2013-06-16,,http://www.inaturalist.org/observations/301777,41.065105,-81.92324333,Medina,Ohio,United States,Ohio,Medina,Pieris rapae,55626
302067,2013-06-16,,http://www.inaturalist.org/observations/302067,38.5821666667,-121.5086666667,Yolo,California,United States,California,Yolo,Pieris rapae,55626
302268,2013-06-17,,http://www.inaturalist.org/observations/302268,42.3951383333,-71.15648,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
303400,2013-06-15,,http://www.inaturalist.org/observations/303400,38.808023,-120.132756,El Dorado,California,United States,California,El Dorado,Pieris rapae,55626
303834,2013-06-18,,http://www.inaturalist.org/observations/303834,32.8582,-116.915227,San Diego,California,United States,California,San Diego,Pieris rapae,55626
303845,2013-06-18,,http://www.inaturalist.org/observations/303845,32.8582,-116.915227,San Diego,California,United States,California,San Diego,Pieris rapae,55626
304115,2013-06-18,,http://www.inaturalist.org/observations/304115,32.8583295,-116.9170833,San Diego,California,United States,California,San Diego,Pieris rapae,55626
304946,2013-06-19,,http://www.inaturalist.org/observations/304946,42.3874083333,-71.1492133333,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
305365,2013-06-19,,http://www.inaturalist.org/observations/305365,40.823207,-73.883938,Bronx,New York,United States,New York,Bronx,Pieris rapae,55626
306598,2013-06-20,,http://www.inaturalist.org/observations/306598,33.998684,-118.069838,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
307156,2013-06-21,,http://www.inaturalist.org/observations/307156,32.830426,-116.85747,San Diego,California,United States,California,San Diego,Pieris rapae,55626
308359,2013-06-22,,http://www.inaturalist.org/observations/308359,41.615516,-88.902419,La Salle,Illinois,United States,Illinois,LaSalle,Pieris rapae,55626
310049,2013-06-23,,http://www.inaturalist.org/observations/310049,40.766225,-111.825471,Salt Lake,Utah,United States,Utah,Salt Lake,Pieris rapae,55626
310190,2013-06-21,,http://www.inaturalist.org/observations/310190,39.284654,-75.50972,Kent,Delaware,United States,Delaware,Kent,Pieris rapae,55626
310620,2013-05-30,,http://www.inaturalist.org/observations/310620,38.5534820731,-122.6419910067,Sonoma,California,United States,California,Sonoma,Pieris rapae,55626
311370,2013-06-24,,http://www.inaturalist.org/observations/311370,33.898104,-118.16894,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
312221,2013-06-25,,http://www.inaturalist.org/observations/312221,33.91984,-118.123613,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
312615,2013-06-26,,http://www.inaturalist.org/observations/312615,42.4016283333,-71.1978633333,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
312825,2013-06-26,,http://www.inaturalist.org/observations/312825,44.014663,-73.179702,Addison,Vermont,United States,Vermont,Addison,Pieris rapae,55626
313645,2013-06-26,,http://www.inaturalist.org/observations/313645,34.131868,-118.27566,Los Angeles,California,United States,California,Los Angeles,Pieris rapae,55626
314420,2013-06-26,,http://www.inaturalist.org/observations/314420,33.0691031,-116.552496,San Diego,California,United States,California,San Diego,Pieris rapae,55626
314585,2013-06-28,,http://www.inaturalist.org/observations/314585,41.127114,-81.546926,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
314956,2013-06-28,,http://www.inaturalist.org/observations/314956,40.5051666667,-80.6745,Jefferson,Ohio,United States,Ohio,Jefferson,Pieris rapae,55626
316206,2013-06-29,,http://www.inaturalist.org/observations/316206,39.874016,-104.916254,Adams,Colorado,United States,Colorado,Adams,Pieris rapae,55626
316485,2013-06-30,,http://www.inaturalist.org/observations/316485,40.099714,-82.886696,Franklin,Ohio,United States,Ohio,Franklin,Pieris rapae,55626
316989,2013-06-30,,http://www.inaturalist.org/observations/316989,38.613316,-122.784523,Sonoma,California,United States,California,Sonoma,Pieris rapae,55626
317693,2013-07-01,,http://www.inaturalist.org/observations/317693,38.613479,-122.873318,Sonoma,California,United States,California,Sonoma,Pieris rapae,55626
320647,2013-07-03,,http://www.inaturalist.org/observations/320647,38.624498,-122.871854,Sonoma,California,United States,California,Sonoma,Pieris rapae,55626
320926,2013-06-26,,http://www.inaturalist.org/observations/320926,33.069438,-116.552732,San Diego,California,United States,California,San Diego,Pieris rapae,55626
321394,2013-07-05,,http://www.inaturalist.org/observations/321394,43.255816,-77.641084,Monroe,New York,United States,New York,Monroe,Pieris rapae,55626
321654,2013-07-05,,http://www.inaturalist.org/observations/321654,41.011123,-81.394508,Summit,Ohio,United States,Ohio,Summit,Pieris rapae,55626
321720,2013-07-05,,http://www.inaturalist.org/observations/321720,44.471079,-73.196629,Chittenden,Vermont,United States,Vermont,Chittenden,Pieris rapae,55626
321738,2013-07-05,,http://www.inaturalist.org/observations/321738,44.027351,-73.179741,Addison,Vermont,United States,Vermont,Addison,Pieris rapae,55626
324672,2013-07-07,,http://www.inaturalist.org/observations/324672,35.212552,-85.926919,Franklin,Tennessee,United States,Tennessee,Franklin,Pieris rapae,55626
325614,2009-04-19,,http://www.inaturalist.org/observations/325614,32.57295,-117.131645,San Diego,California,United States,California,San Diego,Pieris rapae,55626
325898,2013-07-06,,http://www.inaturalist.org/observations/325898,40.4816763286,-77.3971725101,Juniata,Pennsylvania,United States,Pennsylvania,Juniata,Pieris rapae,55626
325921,2013-07-07,,http://www.inaturalist.org/observations/325921,40.5981712157,-77.2914267411,Juniata,Pennsylvania,United States,Pennsylvania,Juniata,Pieris rapae,55626
326568,2013-07-09,,http://www.inaturalist.org/observations/326568,42.3871666667,-71.1241666667,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
327364,2013-07-07,,http://www.inaturalist.org/observations/327364,44.763536,-72.147131,Orleans,Vermont,United States,Vermont,Orleans,Pieris rapae,55626
327498,2013-07-10,,http://www.inaturalist.org/observations/327498,32.8443863333,-116.9943523333,San Diego,California,United States,California,San Diego,Pieris rapae,55626
327502,2013-07-10,,http://www.inaturalist.org/observations/327502,37.7958333333,-122.3975,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
328689,2013-07-11,,http://www.inaturalist.org/observations/328689,43.610756,-73.061786,Rutland,Vermont,United States,Vermont,Rutland,Pieris rapae,55626
329442,2013-07-11,,http://www.inaturalist.org/observations/329442,38.968285,-76.807739,Prince George's,Maryland,United States,Maryland,Prince George's,Pieris rapae,55626
330513,2013-07-12,,http://www.inaturalist.org/observations/330513,42.595676,-70.647132,Essex,Massachusetts,United States,Massachusetts,Essex,Pieris rapae,55626
331574,2013-07-10,,http://www.inaturalist.org/observations/331574,32.84456,-116.994147,San Diego,California,United States,California,San Diego,Pieris rapae,55626
331868,2013-07-13,,http://www.inaturalist.org/observations/331868,38.9691200256,-76.8053741455,Prince George's,Maryland,United States,Maryland,Prince George's,Pieris rapae,55626
331872,2013-07-13,,http://www.inaturalist.org/observations/331872,38.9691200256,-76.8053741455,Prince George's,Maryland,United States,Maryland,Prince George's,Pieris rapae,55626
331875,2013-07-13,,http://www.inaturalist.org/observations/331875,38.9691200256,-76.8053741455,Prince George's,Maryland,United States,Maryland,Prince George's,Pieris rapae,55626
331930,2013-07-13,,http://www.inaturalist.org/observations/331930,39.0272865295,-76.7977828979,Prince George's,Maryland,United States,Maryland,Prince George's,Pieris rapae,55626
333202,2013-07-11,,http://www.inaturalist.org/observations/333202,43.621931,-73.061485,Rutland,Vermont,United States,Vermont,Rutland,Pieris rapae,55626
333518,2013-07-15,,http://www.inaturalist.org/observations/333518,42.3953616667,-71.1568216667,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
334368,2013-07-13,,http://www.inaturalist.org/observations/334368,40.464195,-82.638066,Morrow,Ohio,United States,Ohio,Morrow,Pieris rapae,55626
336210,2013-07-16,,http://www.inaturalist.org/observations/336210,40.103874,-105.170819,Boulder,Colorado,United States,Colorado,Boulder,Pieris rapae,55626
337500,2013-07-18,,http://www.inaturalist.org/observations/337500,37.7961666667,-122.398,San Francisco,California,United States,California,San Francisco,Pieris rapae,55626
337974,2013-07-13,,http://www.inaturalist.org/observations/337974,38.800828,-76.692059,Anne Arundel,Maryland,United States,Maryland,Anne Arundel,Pieris rapae,55626
339467,2013-07-08,,http://www.inaturalist.org/observations/339467,37.905883,-75.335548,Accomack,Virginia,United States,Virginia,Accomack,Pieris rapae,55626
340995,2013-07-20,,http://www.inaturalist.org/observations/340995,32.556699,-117.093122,San Diego,California,United States,California,San Diego,Pieris rapae,55626
342655,2013-07-21,,http://www.inaturalist.org/observations/342655,33.402348,-117.251109,San Diego,California,United States,California,San Diego,Pieris rapae,55626
343674,2013-07-23,,http://www.inaturalist.org/observations/343674,33.98206,-117.37228,Riverside,California,United States,California,Riverside,Pieris rapae,55626
343949,2013-07-22,,http://www.inaturalist.org/observations/343949,38.0848333333,-84.804,Woodford,Kentucky,United States,Kentucky,Woodford,Pieris rapae,55626
344330,2013-07-24,,http://www.inaturalist.org/observations/344330,42.4769416667,-71.3315366667,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
344338,2013-07-24,,http://www.inaturalist.org/observations/344338,42.395355,-71.1566033333,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Pieris rapae,55626
346198,2013-07-25,,http://www.inaturalist.org/observations/346198,36.994135,-121.961038,Santa Cruz,California,United States,California,Santa Cruz,Pieris rapae,55626
